,agg,portfolioreturn,portfoliostandarddeviation,shy,spy,returnoverrisk
89,0.17,0.0327011731258,0.00207430549298,0.45,0.38,15.7648780455
90,0.28,0.0400329771591,0.00125498793287,0.26,0.46,31.8990932986
91,0.57,0.0424150299843,0.00118211619082,0.02,0.41,35.8805930532
92,0.28,0.0400329771591,0.00125498793287,0.26,0.46,31.8990932986
93,0.11,0.0152977373982,0.00357750208349,0.76,0.13,4.27609461609
94,0.75,0.0251239025326,0.00136926899862,0.16,0.09,18.3484052862
95,0.03,0.0319319850036,0.00262441159075,0.56,0.41,12.1672930862
96,0.11,0.0146481912802,0.00362635926139,0.77,0.12,4.0393657176
97,0.28,0.0211961397348,0.00253535700208,0.55,0.17,8.36021898196
98,0.4,0.0449607271827,0.00094037115731,0.1,0.5,47.8116824758
99,0.03,0.0553156452545,0.000957020385934,0.2,0.77,57.7998609721
100,0.45,0.031641364898,0.0013664318915,0.27,0.28,23.1561961448
101,0.25,0.0524415081329,0.000779960373613,0.09,0.66,67.2361185351
102,0.16,0.0338061348994,0.00202832492614,0.44,0.4,16.667021375
103,0.7,0.0202559735111,0.0015299715463,0.27,0.03,13.2394445897
104,0.45,0.0446322872596,0.000990780929737,0.07,0.48,45.0475841026
105,0.58,0.0231227769045,0.00157361673443,0.31,0.11,14.6940334317
106,0.44,0.0269004116088,0.00166191104105,0.35,0.21,16.1864329343
107,0.19,0.0149021427448,0.00331500166813,0.71,0.1,4.49536508175
108,0.38,0.0517174735564,0.000963714195133,0.01,0.61,53.6647419095
109,0.32,0.0375617684191,0.00130753418953,0.27,0.41,28.7271787766
110,0.15,0.0381588272634,0.00175070207524,0.38,0.47,21.7962997834
111,0.59,0.0363078297287,0.00115312764555,0.1,0.31,31.4863925679
112,0.53,0.035143046953,0.00114091831458,0.16,0.31,30.8024216143
113,0.76,0.0324630402941,0.00139595067449,0.04,0.2,23.2551485431
114,0.19,0.0519262714754,0.000816560059884,0.14,0.67,63.5914907261
115,0.21,0.0399731561571,0.00144184021295,0.31,0.48,27.7237073831
116,0.66,0.0370171968488,0.00126922056137,0.04,0.3,29.1652987475
117,0.43,0.0442440263343,0.000968389541183,0.09,0.48,45.6882529734
118,0.28,0.0211961397348,0.00253535700208,0.55,0.17,8.36021898196
119,0.09,0.0220544837719,0.00314378608651,0.67,0.24,7.01526222363
120,0.24,0.0152232489398,0.00311227401538,0.67,0.09,4.89135881498
121,0.86,0.0246611531489,0.0014820226294,0.09,0.05,16.640200129
122,0.29,0.0454234765664,0.000961058445227,0.17,0.54,47.2640106249
123,0.4,0.0339184431753,0.00134140629115,0.27,0.33,25.2857343812
124,0.37,0.0463269741491,0.000908756059212,0.1,0.53,50.9784487041
125,0.1,0.0235477064707,0.00299550009828,0.64,0.26,7.86102677286
126,0.51,0.0431988855629,0.00107323811584,0.05,0.44,40.2509796522
127,0.75,0.0257734486507,0.00136052116828,0.15,0.1,18.9438056912
128,0.42,0.0258626045655,0.00177937224271,0.38,0.2,14.5346791102
129,0.01,0.0419364619677,0.00195500843235,0.42,0.57,21.4507831648
130,0.13,0.028676920685,0.00250654426534,0.54,0.33,11.4408195704
131,0.12,0.0304314285767,0.00241247874732,0.52,0.36,12.6141747821
132,0.52,0.0414443776712,0.00107346780856,0.07,0.41,38.6079371368
133,0.26,0.0448410851786,0.00103239698513,0.2,0.54,43.4339559533
134,0.1,0.0190008836441,0.00333610630741,0.71,0.19,5.6955270286
135,0.06,0.0429071142807,0.00171095316908,0.37,0.57,25.0779010531
136,0.62,0.0368902211165,0.00119446087655,0.07,0.31,30.8844114033
137,0.5,0.0293642866206,0.00139423506606,0.27,0.23,21.0612165305
138,0.07,0.0612885360495,0.000613599467088,0.08,0.85,99.8836200762
139,0.52,0.0349489164904,0.00114828242129,0.17,0.31,30.4358194835
140,0.1,0.0612213813193,0.000620294676369,0.06,0.84,98.6972541465
141,0.33,0.0260640687563,0.00202710132868,0.44,0.23,12.8578026109
142,0.26,0.0208078788096,0.0026316180227,0.57,0.17,7.90687654139
143,0.27,0.0404883928146,0.00125155983448,0.26,0.47,32.3503453045
144,0.59,0.0324105530202,0.00120031738832,0.16,0.25,27.0016525091
145,0.22,0.051209570627,0.000814611374097,0.13,0.65,62.8638050675
146,0.35,0.0446396209878,0.00094055212022,0.14,0.51,47.4610816648
147,0.38,0.0497688352021,0.00092547705975,0.04,0.58,53.7764115035
148,0.16,0.0480961494971,0.00106318362101,0.22,0.62,45.2378578325
149,0.6,0.0391001446636,0.00118395713846,0.05,0.35,33.0249663551
150,0.2,0.0248394649786,0.00254361362992,0.55,0.25,9.76542376029
151,0.41,0.0315143891656,0.00145605248479,0.3,0.29,21.6437178569
152,0.03,0.0143942398155,0.00394380707324,0.83,0.14,3.6498336628
153,0.27,0.011258817501,0.00329983579683,0.71,0.02,3.41193265187
154,0.24,0.0132746105855,0.00325684766274,0.7,0.06,4.07590773661
155,0.94,0.0255646507317,0.00165501217501,0.02,0.04,15.4468052367
156,0.16,0.0123711130028,0.00361354271311,0.77,0.07,3.42354137891
157,0.05,0.0232266002757,0.00320310452715,0.68,0.27,7.2512776523
158,0.01,0.00816006382756,0.00449147616183,0.94,0.05,1.81678885372
159,0.3,0.0332762307855,0.00162741025705,0.35,0.35,20.4473522527
160,0.32,0.0252203921756,0.00211709437289,0.46,0.22,11.9127387511
161,0.18,0.0393907647692,0.00157007877183,0.34,0.48,25.0884003249
162,0.13,0.0592055882348,0.000652501201292,0.07,0.8,90.736366642
163,0.17,0.0275048041812,0.00245244063598,0.53,0.3,11.2152782733
164,0.17,0.01776161241,0.00317383489653,0.68,0.15,5.59626224712
165,0.14,0.03146923562,0.00226634216368,0.49,0.37,13.8854741902
166,0.86,0.0233620609128,0.00147663566299,0.11,0.03,15.8211409208
167,0.22,0.034970917675,0.00175100677883,0.38,0.4,19.9718916556
168,0.54,0.037935361888,0.00109921558894,0.11,0.35,34.5113026687
169,0.56,0.0389731689313,0.00111826269429,0.08,0.36,34.8515327662
170,0.29,0.0194416318432,0.00262885176702,0.57,0.14,7.39548425176
171,0.45,0.0472304717319,0.0010202311723,0.03,0.52,46.2938920259
172,0.03,0.0657083831438,0.000556733121153,0.04,0.93,118.024921901
173,0.6,0.0416983291359,0.00123546982405,0.01,0.39,33.7509895621
174,0.19,0.048678540885,0.000965509854583,0.19,0.62,50.4174459265
175,0.64,0.0197407368535,0.00164149935557,0.32,0.04,12.0260399656
176,0.22,0.02652681814,0.00235188581324,0.51,0.27,11.2789566528
177,0.68,0.0367559116559,0.00130681324316,0.03,0.29,28.126369126
178,0.49,0.0155296876783,0.00226678256865,0.49,0.02,6.85098248641
179,0.18,0.0348439419427,0.00188773291684,0.41,0.41,18.4580888704
180,0.16,0.0286097659548,0.00240622233597,0.52,0.32,11.8899095595
181,0.08,0.0653799432206,0.000627908796102,0.01,0.91,104.12331158
182,0.03,0.0247869777048,0.00315988961764,0.67,0.3,7.84425429496
183,0.15,0.010877890304,0.00376241243471,0.8,0.05,2.89120092302
184,0.14,0.0619979031697,0.000675779939451,0.02,0.84,91.7427398334
185,0.29,0.0168434473709,0.00281830492081,0.61,0.1,5.976446071
186,0.18,0.0439375875958,0.00126807143706,0.27,0.55,34.649142242
187,0.15,0.0582947569238,0.000670606328065,0.07,0.78,86.9284325008
188,0.09,0.0642749814471,0.00062485566434,0.02,0.89,102.863725361
189,0.85,0.0290138455129,0.00152412051992,0.03,0.12,19.0364509457
190,0.03,0.042974269011,0.00180899529726,0.39,0.58,23.7558765775
191,0.38,0.0198897137705,0.00230163606751,0.5,0.12,8.64155461031
192,0.63,0.020196152509,0.00163572116444,0.32,0.05,12.3469408772
193,0.54,0.0262435317625,0.00148351817447,0.29,0.17,17.6900642096
194,0.54,0.0288417162349,0.00135735196221,0.25,0.21,21.2485169933
195,0.1,0.0274449831791,0.002704908876,0.58,0.32,10.1463614625
196,0.64,0.0294839286247,0.00126495595011,0.17,0.19,23.3082650998
197,0.17,0.0190607046462,0.00307702055836,0.66,0.17,6.19453275812
198,0.26,0.0370465317616,0.00149256031918,0.32,0.42,24.8207936962
199,0.03,0.0345301694759,0.00243082761028,0.52,0.45,14.2051083055
200,0.01,0.0568760226835,0.000914425885276,0.19,0.8,62.1986140149
201,0.26,0.0104151409204,0.00339805800256,0.73,0.01,3.06502741051
202,0.38,0.048469742966,0.00091267001484,0.06,0.56,53.1076316498
203,0.21,0.0250335954412,0.00249482675862,0.54,0.25,10.0342019159
204,0.23,0.0351650481376,0.00170671357917,0.37,0.4,20.6039540359
205,0.46,0.0454759638402,0.00101271157379,0.05,0.49,44.9051487284
206,0.15,0.0245183587837,0.00274312693536,0.59,0.26,8.93810580461
207,0.76,0.0344116786483,0.00143887184154,0.01,0.23,23.915735686
208,0.77,0.0209653406312,0.00145758374315,0.21,0.02,14.3836268275
209,0.01,0.0393382774954,0.00214644007496,0.46,0.53,18.3272190797
210,0.03,0.0332310772398,0.00252752502605,0.54,0.43,13.1476748587
211,0.28,0.0406825232772,0.00121716856578,0.25,0.47,33.4239023425
212,0.58,0.0419596143288,0.00119464937422,0.02,0.4,35.1229534239
213,0.13,0.0208823672681,0.00308561979964,0.66,0.21,6.76764106535
214,0.44,0.0210544965461,0.00203992831618,0.44,0.12,10.321194318
215,0.05,0.0232266002757,0.00320310452715,0.68,0.27,7.2512776523
216,0.22,0.0284754564942,0.00221101581685,0.48,0.3,12.8789022119
217,0.56,0.0227345159793,0.00163368127193,0.33,0.11,13.916126952
218,0.33,0.0384054449998,0.00123775000306,0.25,0.42,31.0284345829
219,0.58,0.0179264079598,0.00186931356124,0.39,0.03,9.5898346492
220,0.48,0.0400183097027,0.00104061565297,0.12,0.4,38.4563787681
221,0.58,0.0224732307864,0.00160819641606,0.32,0.1,13.974182856
222,0.1,0.0222486142345,0.00309266404313,0.66,0.24,7.19399647818
223,0.35,0.0400927981612,0.00111451658468,0.21,0.44,35.9732629486
224,0.86,0.0227125147947,0.00147643789829,0.12,0.02,15.3833187437
225,0.09,0.0434895056685,0.00156982355684,0.34,0.57,27.7034355097
226,0.69,0.0233095736389,0.0014228616262,0.23,0.08,16.3821788498
227,0.05,0.0596011828882,0.000683957544151,0.12,0.83,87.1416411704
228,0.72,0.034934249034,0.00135763030582,0.03,0.25,25.7317834497
229,0.03,0.0618111064353,0.000624080289692,0.1,0.87,99.0435164452
230,0.37,0.0274901367248,0.00181141985118,0.39,0.24,15.1760160445
231,0.14,0.0165296749041,0.00337485783184,0.72,0.14,4.89788777121
232,0.39,0.0395702277755,0.00108423374383,0.19,0.42,36.4960304922
233,0.28,0.0426311616314,0.00110930314436,0.22,0.5,38.4305785559
234,0.19,0.0129535043906,0.00346058213203,0.74,0.07,3.74315762389
235,0.01,0.0127068866541,0.00414690099589,0.87,0.12,3.06418857521
236,0.05,0.0290725153384,0.00276493303633,0.59,0.36,10.5147267425
237,0.1,0.0410854516588,0.00170722049573,0.37,0.53,24.0656972908
238,0.64,0.0242875596801,0.00143036435462,0.25,0.11,16.9799810808
239,0.45,0.0212486270087,0.00199836518335,0.43,0.12,10.6330050112
240,0.31,0.0159326160599,0.00281628659628,0.61,0.08,5.657313457
241,0.47,0.0157909728712,0.00230862287388,0.5,0.03,6.839996714
242,0.04,0.0158874625142,0.00379341793114,0.8,0.16,4.18816560755
243,0.22,0.00963861906993,0.00359975125727,0.77,0.01,2.67757919397
244,0.1,0.026145890943,0.00280160693365,0.6,0.3,9.33246224834
245,0.66,0.0259749128415,0.00135356299528,0.21,0.13,19.1900287848
246,0.31,0.0289235384215,0.00189120423691,0.41,0.28,15.2937149024
247,0.45,0.0348890954884,0.00120877488822,0.22,0.33,28.863186875
248,0.54,0.037935361888,0.00109921558894,0.11,0.35,34.5113026687
249,0.25,0.0329551245905,0.0017974082574,0.39,0.36,18.3348020434
250,0.15,0.0219201743114,0.00293605145814,0.63,0.22,7.46586857344
251,0.02,0.0187469321794,0.00365241828955,0.77,0.21,5.13274512754
252,0.21,0.0510154401644,0.000830041812194,0.14,0.65,61.4612895579
253,0.03,0.0163428781697,0.0037965082229,0.8,0.17,4.30471296524
254,0.18,0.0335448497065,0.00198032100077,0.43,0.39,16.9390970926
255,0.02,0.0466774152568,0.00157602677409,0.34,0.64,29.6171461198
256,0.07,0.0463489753337,0.00143419871426,0.31,0.62,32.3169829069
257,0.74,0.0346729638412,0.00139739325388,0.02,0.24,24.8126028554
258,0.17,0.0450425493694,0.00122484821909,0.26,0.57,36.7739844556
259,0.04,0.0321261154662,0.00257349646649,0.55,0.41,12.4834503892
260,0.87,0.0229066452573,0.0014888810772,0.11,0.02,15.385140968
261,0.63,0.027990705926,0.00130622877653,0.2,0.17,21.4286397826
262,0.32,0.0291176688841,0.00184785501066,0.4,0.28,15.7575506282
263,0.7,0.0267514346919,0.00132676770276,0.17,0.13,20.1628624486
264,0.02,0.0343360390133,0.00248159165295,0.53,0.45,13.8362969478
265,0.01,0.0289455396061,0.00292156383655,0.62,0.37,9.90754993745
266,0.27,0.0333433855157,0.0017101360165,0.37,0.36,19.4975049903
267,0.21,0.0451695251017,0.0011169488463,0.23,0.56,40.4401018463
268,0.12,0.0375764358755,0.00189155449731,0.41,0.47,19.8653731251
269,0.34,0.0262581992189,0.0019830708141,0.43,0.23,13.2411808153
270,0.23,0.0449082399088,0.00108743410059,0.22,0.55,41.2974357569
271,0.37,0.0196955833079,0.00234700336789,0.51,0.12,8.39180018971
272,0.37,0.0274901367248,0.00181141985118,0.39,0.24,15.1760160445
273,0.61,0.0314997217092,0.00122065326203,0.16,0.23,25.8056261258
274,0.37,0.0177469449536,0.00248515528338,0.54,0.09,7.14118150779
275,0.08,0.0348512756709,0.00222818066654,0.48,0.44,15.6411354762
276,0.42,0.0427508036356,0.000978335152538,0.12,0.46,43.6975033808
277,0.49,0.0343665251026,0.00118576054416,0.2,0.31,28.9826856458
278,0.82,0.0212864468262,0.00145586655496,0.17,0.01,14.6211524358
279,0.07,0.032058960736,0.00247009373975,0.53,0.4,12.9788437662
280,0.24,0.0210691640025,0.00268135992924,0.58,0.18,7.85764110693
281,0.16,0.0325070426632,0.00212214812305,0.46,0.38,15.3179894985
282,0.7,0.0364946264631,0.00134636446897,0.02,0.28,27.1060528588
283,0.32,0.0440572295999,0.000982016546719,0.17,0.51,44.8640399667
284,0.05,0.00958613179606,0.00423231242393,0.89,0.06,2.26498680529
285,0.82,0.027781908007,0.00144340723115,0.07,0.11,19.2474496507
286,0.73,0.029932010552,0.00131945622456,0.1,0.17,22.6851107259
287,0.6,0.0352028679551,0.00116726577494,0.11,0.29,30.1583998356
288,0.53,0.0234512168276,0.00165685141457,0.34,0.13,14.1540856478
289,0.73,0.0344788333786,0.00137036814356,0.03,0.24,25.1602706474
290,0.22,0.0304240948485,0.00207126181409,0.45,0.33,14.6886765553
291,0.75,0.0296707253591,0.00134578250839,0.09,0.16,22.0471920047
292,0.62,0.0174038375741,0.00180895414136,0.37,0.01,9.6209390698
293,0.52,0.0355984626085,0.00113127155564,0.16,0.32,31.4676546327
294,0.14,0.0327683278561,0.00217154811213,0.47,0.39,15.0898465814
295,0.07,0.0392039680348,0.00194455123736,0.42,0.51,20.1609334234
296,0.15,0.018672443721,0.00317816619803,0.68,0.17,5.87522569856
297,0.25,0.028408301764,0.00211663274534,0.46,0.29,13.4214600178
298,0.52,0.0349489164904,0.00114828242129,0.17,0.31,30.4358194835
299,0.06,0.0234207307383,0.00315159141886,0.67,0.27,7.43139818129
300,0.03,0.0455724534833,0.0016213084454,0.35,0.62,28.1084414336
301,0.25,0.0485442314244,0.000882225518768,0.15,0.6,55.0247418508
302,0.36,0.0331419213249,0.00147670697995,0.31,0.33,22.4431263446
303,0.16,0.022114304774,0.00288578685944,0.62,0.22,7.66318021778
304,0.55,0.0355313078782,0.0011342088257,0.14,0.31,31.326954149
305,0.9,0.0267367672355,0.00158860235894,0.03,0.07,16.8303711026
306,0.09,0.0415408673143,0.00170799653124,0.37,0.54,24.3214002807
307,0.07,0.0638867205218,0.000591709422747,0.04,0.89,107.969753507
308,0.03,0.0345301694759,0.00243082761028,0.52,0.45,14.2051083055
309,0.39,0.035672951067,0.0012666976007,0.25,0.36,28.1621683402
310,0.11,0.0321859364683,0.00231854734585,0.5,0.39,13.881940572
311,0.23,0.0202254874218,0.00277805833155,0.6,0.17,7.28044015207
312,0.79,0.0323958855638,0.00146144182593,0.02,0.19,22.1670715789
313,0.92,0.0245268436884,0.00158941422888,0.05,0.03,15.4313729188
314,0.22,0.0154845341326,0.00316397533035,0.68,0.1,4.89401228388
315,0.31,0.0321712690119,0.00167202304523,0.36,0.33,19.2409244021
316,0.48,0.0374201252304,0.00109347806219,0.16,0.36,34.2211943014
317,0.31,0.0425640069012,0.00106000690648,0.2,0.49,40.1544618635
318,0.3,0.037823053612,0.00133913600316,0.28,0.42,28.2443706411
319,0.18,0.0608257866659,0.000732439670378,0.01,0.81,83.045456337
320,0.48,0.0393687635847,0.00105057088686,0.13,0.39,37.4736860474
321,0.4,0.0137825135149,0.00267039964352,0.58,0.02,5.16121755345
322,0.03,0.0559651913726,0.000917110456727,0.19,0.78,61.0233925064
323,0.18,0.0497835026585,0.000927604006988,0.18,0.64,53.6689172141
324,0.02,0.064215160445,0.000565434911007,0.07,0.91,113.567732015
325,0.7,0.0235037041015,0.00141032633771,0.22,0.08,16.665436554
326,0.4,0.0293716203488,0.00160926387009,0.34,0.26,18.2515875083
327,0.41,0.0276171124572,0.00169374987014,0.36,0.23,16.3053074979
328,0.63,0.0214952447452,0.00156996544267,0.3,0.07,13.6915400562
329,0.34,0.0230104686285,0.00220893097056,0.48,0.18,10.4170157127
330,0.22,0.0310736409666,0.00202496513538,0.44,0.34,15.3452720857
331,0.67,0.0242204049498,0.00140556757226,0.23,0.1,17.2317613381
332,0.18,0.0354934880608,0.001841698346,0.4,0.42,19.272150696
333,0.17,0.0138643357015,0.00346509835004,0.74,0.09,4.00113771703
334,0.6,0.0202633072393,0.00168938445405,0.34,0.06,11.9944913609
335,0.26,0.0149619637469,0.00306102198854,0.66,0.08,4.88789816047
336,0.29,0.0441243843302,0.00101779466835,0.19,0.52,43.3529332608
337,0.24,0.0184709795302,0.00287228806539,0.62,0.14,6.43075454469
338,0.2,0.0287367416871,0.00225950519875,0.49,0.31,12.7181569235
339,0.55,0.0257881161071,0.00148923709796,0.29,0.16,17.31632669
340,0.13,0.0585560421167,0.000661163397974,0.08,0.79,88.5651599834
341,0.67,0.0242204049498,0.00140556757226,0.23,0.1,17.2317613381
342,0.61,0.0386447290081,0.0011963781944,0.05,0.34,32.3014320965
343,0.24,0.0295132635375,0.00207065100884,0.45,0.31,14.2531326677
344,0.11,0.0321859364683,0.00231854734585,0.5,0.39,13.881940572
345,0.18,0.0335448497065,0.00198032100077,0.43,0.39,16.9390970926
346,0.48,0.0426164941751,0.00102412978551,0.08,0.44,41.6123959854
347,0.34,0.0327536603997,0.00155184136803,0.33,0.33,21.1063199336
348,0.06,0.0487530293434,0.00129994811705,0.28,0.66,37.5038270405
349,0.61,0.0340979061816,0.00118310231685,0.12,0.27,28.8207585227
350,0.19,0.0421830797042,0.00135364002262,0.29,0.52,31.1627013085
351,0.3,0.0313275924312,0.00175750397409,0.38,0.32,17.825047848
352,0.06,0.0442062065169,0.00161799196425,0.35,0.59,27.3216477544
353,0.04,0.0600565985436,0.000679267908644,0.12,0.84,88.4137139108
354,0.15,0.0297147277283,0.00236003442084,0.51,0.34,12.5908026874
355,0.04,0.0158874625142,0.00379341793114,0.8,0.16,4.18816560755
356,0.42,0.0343067041006,0.00128281966704,0.25,0.33,26.7432009206
357,0.26,0.0227565171639,0.00248982335606,0.54,0.2,9.13981191015
358,0.47,0.0287818952328,0.00148217333562,0.3,0.23,19.4187107142
359,0.07,0.0541435287507,0.000924792184328,0.19,0.74,58.5466980238
360,0.35,0.014110953438,0.00281301271556,0.61,0.04,5.01631342083
361,0.04,0.0581079601894,0.000771927602163,0.15,0.81,75.2764378765
362,0.52,0.0420939237893,0.00107832733172,0.06,0.42,39.0363135119
363,0.27,0.0378902083423,0.00141115275538,0.3,0.43,26.8505363418
364,0.25,0.0115201026939,0.00335158333485,0.72,0.03,3.43721207053
365,0.31,0.0185308005322,0.00262734817179,0.57,0.12,7.05304334279
366,0.02,0.0401819540761,0.00204846820442,0.44,0.54,19.6156103323
367,0.28,0.0523743534026,0.000800300976588,0.07,0.65,65.4433206191
368,0.68,0.020517258704,0.00154293355191,0.28,0.04,13.2975646803
369,0.37,0.0170973988356,0.00253147537034,0.55,0.08,6.75392659784
370,0.01,0.0185528017168,0.0037046258862,0.78,0.21,5.00800952289
371,0.03,0.00854832475277,0.00438633056687,0.92,0.05,1.94885556901
372,0.53,0.0286475857722,0.00138082670891,0.26,0.21,20.7466915199
373,0.34,0.0444454905251,0.000951346796732,0.15,0.51,46.7184949566
374,0.31,0.0354189996023,0.00146210580117,0.31,0.38,24.2246488414
375,0.03,0.0241374315867,0.00320874141554,0.68,0.29,7.52239849238
376,0.56,0.0428704456397,0.00116960243288,0.02,0.42,36.6538615468
377,0.2,0.0124980887351,0.00345839979655,0.74,0.06,3.61383572471
