Date,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO
2017-08-17,54.02,34.099998,127.580002,74.650002,166.910004,927.659973,47.209999,35.169998,133.039993,301.420013,23.719999,158.460007,87.25,61.84,72.400002,177.25,243.089996,37.599998,102.589996
2017-08-18,53.93,34.16,127.650002,74.599998,167.410004,926.179993,47.330002,35.009998,132.630005,299.200012,24.08,160.490005,85.779999,61.490002,72.489998,176.899994,242.710007,37.369999,102.730003
2017-08-21,53.75,34.0,127.43,74.699997,167.779999,920.869995,47.32,34.919998,133.449997,301.880005,23.9,158.399994,86.389999,61.970001,72.150002,176.740005,242.899994,37.580002,103.449997
2017-08-22,54.419998,34.150002,130.289993,75.0,169.639999,940.400024,47.529999,34.650002,134.699997,304.799988,23.98,163.809998,86.639999,62.419998,73.160004,179.220001,245.440002,37.98,103.900002
2017-08-23,54.209999,34.240002,129.190002,75.050003,168.710007,942.580017,47.439999,34.66,132.800003,302.839996,23.450001,161.699997,84.480003,62.150002,72.720001,178.190002,244.559998,37.919998,103.68
2017-08-24,53.459999,34.18,130.050003,75.25,167.740005,936.890015,47.41,34.709999,132.889999,302.600006,23.540001,158.820007,84.230003,62.709999,72.690002,177.990005,243.990005,37.68,103.440002
2017-08-25,53.900002,34.540001,129.679993,75.099998,166.320007,930.5,47.77,34.669998,131.679993,302.799988,23.809999,157.860001,81.970001,62.939999,72.82,178.029999,244.559998,37.990002,103.589996
2017-08-28,54.169998,34.470001,131.649994,75.699997,167.240005,928.130005,47.880001,34.650002,131.740005,303.609985,24.389999,160.669998,81.790001,63.32,72.830002,178.240005,244.570007,37.939999,108.709999
2017-08-29,54.330002,34.369999,132.440002,74.949997,168.050003,935.75,48.080002,34.73,132.210007,308.140015,24.6,162.320007,82.0,63.119999,73.050003,182.110001,244.850006,37.849998,107.370003
2017-08-30,55.07,34.369999,134.339996,75.0,169.919998,943.630005,48.360001,34.889999,131.070007,306.299988,24.700001,164.990005,83.25,63.119999,74.010002,182.149994,246.009995,37.669998,108.559998
2017-08-31,55.689999,34.73,138.929993,75.449997,171.970001,955.23999,48.400002,35.07,132.369995,305.390015,25.48,165.979996,84.379997,63.860001,74.769997,182.009995,247.490005,37.459999,108.639999
2017-09-01,55.790001,34.77,139.380005,75.650002,172.020004,951.98999,48.5,35.09,131.029999,302.190002,25.92,166.860001,85.550003,63.830002,73.940002,181.380005,247.839996,37.48,109.010002
