Date,AAPL,AMZN,MSFT,PCLN
2017-09-08,158.630005,965.900024,73.980003,1838.569946
2017-09-11,161.5,977.960022,74.760002,1868.859985
2017-09-12,160.860001,982.580017,74.68,1868.640015
2017-09-13,159.649994,999.599976,75.209999,1871.170044
2017-09-14,158.279999,992.210022,74.769997,1845.290039
2017-09-15,159.880005,986.789978,75.309998,1843.199951
2017-09-18,158.669998,974.190002,75.160004,1854.180054
2017-09-19,158.729996,969.859985,75.440002,1859.780029
2017-09-20,156.070007,973.210022,74.940002,1866.209961
2017-09-21,153.389999,964.650024,74.209999,1866.349976
2017-09-22,151.889999,955.099976,74.410004,1862.130005
2017-09-25,150.550003,939.789978,73.260002,1829.550049
2017-09-26,153.139999,938.599976,73.260002,1825.920044
2017-09-27,154.229996,950.869995,73.849998,1818.98999
2017-09-28,153.279999,956.400024,73.870003,1811.689941
2017-09-29,154.119995,961.349976,74.489998,1830.819946
2017-10-02,153.809998,959.190002,74.610001,1857.469971
2017-10-03,154.479996,957.099976,74.260002,1867.650024
2017-10-04,153.479996,965.450012,74.690002,1888.699951
2017-10-05,155.389999,980.849976,75.970001,1909.609985
2017-10-06,155.300003,989.580017,76.0,1918.0
2017-10-09,155.839996,990.98999,76.290001,1926.930054
2017-10-10,155.899994,987.200012,76.290001,1916.650024
2017-10-11,156.550003,995.0,76.419998,1920.199951
2017-10-12,156.0,1000.929993,77.120003,1918.949951
2017-10-13,156.990005,1002.940002,77.489998,1929.060059
2017-10-16,159.320007,1002.914978,77.499199,1933.550049
