Date,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO
2015-07-16,32.729649,33.713333,134.720001,54.521328,90.849998,601.780029,38.426426,27.885408,94.995262,189.515198,15.93,74.866096,38.369999,54.805496,44.055618,96.207993,203.626724,31.810492,53.561195
2015-07-17,32.739273,33.355221,134.520004,54.578461,94.970001,699.619995,38.485882,27.484379,94.027557,189.101608,15.94,74.778984,39.23,54.805496,44.017853,95.614525,203.818558,31.67478,53.31953
2015-07-20,33.340031,33.039745,135.229996,54.673676,97.910004,692.840027,38.740696,27.139311,94.300026,192.814499,15.74,74.604774,38.68,54.973209,44.301109,95.490089,203.962463,31.575262,52.903885
2015-07-21,32.859417,33.02269,136.240005,54.454685,98.389999,695.349976,38.672745,26.784914,94.271812,190.953354,15.43,74.885468,41.330002,54.66573,44.641014,93.661835,203.137451,31.276699,52.758896
2015-07-22,32.926701,32.323536,138.259995,55.70203,97.040001,695.099976,38.375462,26.682325,94.121498,190.61496,15.17,74.02404,42.450001,54.162586,42.998135,92.838638,202.686615,31.005278,53.532196
2015-07-23,34.767445,31.803419,139.009995,55.20689,95.440002,674.72998,38.08667,26.672997,94.140282,190.652557,15.03,74.5467,42.0,54.106686,43.53632,98.792419,201.58342,30.697666,53.580524
2015-07-24,34.753029,31.180988,134.899994,54.730808,96.949997,654.77002,37.432632,26.169378,93.153793,188.970016,14.49,73.027107,41.98,53.491734,43.375801,99.452888,199.473022,31.023371,53.01022
2015-07-27,33.628395,30.737625,132.559998,54.330898,94.169998,658.27002,37.279743,26.439842,92.336411,189.092209,14.21,73.027107,41.09,53.100395,42.818733,99.874062,198.321899,31.050518,52.082249
2015-07-28,33.868702,31.794891,135.419998,54.654644,95.290001,659.659973,38.052696,27.008739,93.031639,191.404556,14.4,75.25325,40.669998,53.594227,42.809303,100.40052,200.787231,31.059566,52.671894
2015-07-29,34.284264,31.880157,132.139999,55.740112,96.989998,661.429993,38.29052,27.055372,93.698715,195.653168,14.44,75.175827,40.91,54.544609,43.706272,104.526039,202.187775,31.385265,53.300205
2015-07-30,34.627357,32.127422,131.880005,56.320934,95.209999,664.559998,38.23106,26.962109,93.802055,194.07402,14.62,76.046928,41.689999,54.525974,44.26334,105.138657,202.235748,31.484783,53.744854
2015-07-31,34.704666,31.522053,131.25,55.987679,94.010002,657.5,38.282032,26.999416,94.149689,194.666229,14.74,74.40152,41.68,54.93594,44.093388,104.420753,201.880798,31.430504,54.015518
2015-08-03,34.612854,31.104259,131.470001,55.721066,94.139999,664.719971,38.36697,27.09268,93.971176,195.314774,15.04,73.307808,41.049999,55.019798,44.19725,104.238884,201.19014,31.358122,53.822189
2015-08-04,34.651512,31.155416,131.080002,55.892464,94.059998,661.280029,38.477386,27.16729,93.764488,196.950333,15.71,70.742905,41.779999,54.693687,44.886497,104.181442,200.79686,31.285748,53.52253
2015-08-05,34.839973,31.094728,132.720001,55.549683,96.440002,673.289978,39.224854,27.383572,94.440933,196.856308,15.6,71.672081,43.610001,55.066383,44.924271,105.310936,201.545029,31.276699,54.324837
2015-08-06,34.332588,31.103405,128.050003,54.997417,95.120003,670.150024,38.842628,27.280134,93.078629,196.696518,15.81,70.191208,42.34,54.44212,44.017853,104.717476,199.866318,30.978136,53.78352
2015-08-07,34.298767,30.930031,128.600006,54.816513,94.300003,664.390015,38.638775,27.157881,92.871933,196.536728,15.86,70.094406,41.439999,54.013515,44.131153,104.162308,199.453812,30.950993,54.131512
2015-08-10,34.873795,31.45015,131.229996,55.20689,94.150002,663.140015,38.613289,27.872564,93.755074,198.125259,16.59,72.465744,40.939999,54.423477,44.688225,104.746193,202.053497,31.466692,54.875816
2015-08-11,33.825211,31.250771,130.660004,54.37851,93.620003,690.299988,38.375462,27.242516,93.022255,196.320541,16.24,70.6558,42.27,53.817837,43.819569,103.836861,200.163696,31.349075,54.083176
2015-08-12,33.288837,31.588852,131.029999,54.092857,94.190002,691.469971,37.611046,27.703297,92.740395,196.245331,16.389999,70.278313,42.610001,54.283714,44.131153,104.018723,200.413101,30.779093,53.425869
2015-08-13,33.622261,31.138075,130.300003,54.397552,93.43,686.51001,37.602451,27.148479,92.524307,197.194702,16.049999,69.697578,42.419998,54.954575,44.121716,104.47818,200.202087,30.589098,54.083176
2015-08-14,33.965343,31.008045,129.240005,54.635593,94.419998,689.369995,37.585278,27.289536,92.834351,199.234436,16.620001,70.375092,42.700001,55.140923,44.37664,105.119507,200.83519,30.806231,54.266838
2015-08-17,34.332588,30.799995,131.210007,54.930767,93.93,694.109985,37.336193,27.345957,93.830246,200.230774,17.02,72.001144,43.509998,55.634754,44.67878,105.109924,201.986313,30.969084,55.194805
2015-08-18,34.351917,30.557274,130.199997,54.749851,95.169998,688.72998,37.439266,27.186094,93.360481,199.901794,17.16,69.949226,43.580002,55.588165,44.925888,105.607689,201.381989,31.077658,55.339798
2015-08-19,33.743065,30.045815,129.059998,53.988121,95.309998,694.039978,36.391407,26.66889,93.304115,198.595245,16.82,70.084732,43.18,55.588165,44.298618,104.90892,199.799164,31.086706,54.875816
2015-08-20,32.723484,29.803095,124.959999,52.759815,90.559998,679.47998,35.867489,25.888386,92.815559,196.574341,16.27,68.739365,41.990002,53.063129,43.395733,103.032806,195.703033,30.715759,53.532196
2015-08-21,31.573418,28.754175,119.050003,51.141129,86.059998,644.030029,34.802464,24.976225,90.46772,192.391495,16.1,67.510147,41.529999,51.963657,40.934166,100.496231,189.582794,30.200066,52.265903
