,lsxma,chtr,lyb,sbac,adsk,cmcsa,avgo,dspg,px,pcln,low,goog,lbrdk,mar,mpc,mgm,fb,bud,unp,dltr,crc,wlk,aap,stz
mpc,0.224573308432,0.0722226135926,0.421114331599,0.0653473022936,0.225406612445,0.215900394485,0.143616099141,0.210626551186,0.400830940562,0.226224830776,0.265128388294,0.129760338546,0.0999619082602,0.272008739337,1.0,0.237806606728,0.171395870606,0.0809215369734,0.322652739314,0.25818290039,0.386590637885,0.504274764671,0.0970200950504,0.0189279223815
mgm,0.160468784586,0.202129096506,0.281687002395,-0.0615190289804,0.348272196024,0.275986629333,0.306938994121,0.167961199327,0.33177553891,0.371988276588,0.123854416776,0.443579794768,0.214453965645,0.340874658292,0.237806606728,1.0,0.441597359765,0.152693504872,0.328381429676,0.166227410646,0.208783031962,0.226860968678,-0.116209786378,0.167828962713
fb,0.417997517946,0.290746861688,0.170170766575,-0.030854255066,0.391641819367,0.258536485906,0.583113262985,0.179926805033,0.205923906546,0.529500229953,0.126149550212,0.730118173057,0.353132348865,0.41532888042,0.171395870606,0.441597359765,1.0,0.240540877767,0.280399031167,0.0793151178881,0.0419252521633,0.234191457029,-0.081267701659,0.12666017056
bud,0.261654315296,0.19266819689,0.124758262499,0.0805312825218,0.124891929903,-0.00997088824434,0.0893953705097,0.158116104987,0.188676038888,0.275363964237,0.165251600447,0.188600808302,0.213783402814,0.178208261797,0.0809215369734,0.152693504872,0.240540877767,1.0,0.00160002991147,0.15457976796,0.0243829405067,0.0527733094259,0.069492661736,0.189975758023
unp,0.129824127976,0.153520404054,0.54084365423,0.0390901348767,0.248813020118,0.29316333685,0.34828002412,0.221377409627,0.510687100891,0.208855909263,0.316919651271,0.275270981491,0.206046799613,0.29495344325,0.322652739314,0.328381429676,0.280399031167,0.00160002991147,1.0,0.178081631596,0.270313540621,0.437550850004,0.0771971328046,0.00739372125426
dltr,0.128382723233,0.100746753144,0.204476568517,0.115138959869,0.167574599213,0.135053967012,0.0322291268374,0.192605037136,0.216536567285,0.179735173141,0.337173896373,-0.000466288269889,0.171911592025,0.207914274963,0.25818290039,0.166227410646,0.0793151178881,0.15457976796,0.178081631596,1.0,0.128911153846,0.221881139739,0.379453990126,0.0873836436609
crc,0.147506019329,0.108118626306,0.4376321098,0.0405281772973,0.164931794279,0.197529020419,0.0208779451191,0.117891879643,0.323400103552,-0.0302835549673,0.186390828995,-0.0122626475062,0.104310224734,0.0645877629552,0.386590637885,0.208783031962,0.0419252521633,0.0243829405067,0.270313540621,0.128911153846,1.0,0.398364967803,0.154503226609,-0.00804603446839
wlk,0.173819299085,0.196909470173,0.728580564209,0.0658324568797,0.297235397808,0.26918312175,0.323284504953,0.299786952656,0.51128001572,0.0776260930708,0.39313923119,0.107715028394,0.221477482511,0.240730107844,0.504274764671,0.226860968678,0.234191457029,0.0527733094259,0.437550850004,0.221881139739,0.398364967803,1.0,0.121437204853,0.140411130046
aap,0.104294719723,0.072272758505,0.0793998525779,0.088921941766,0.0435932571067,0.129216647096,-0.082080076362,0.222484840133,0.0654607454259,-0.0522104741508,0.378890517638,-0.109673950673,0.140074651367,0.0722886064609,0.0970200950504,-0.116209786378,-0.081267701659,0.069492661736,0.0771971328046,0.379453990126,0.154503226609,0.121437204853,1.0,-0.0096580393029
stz,0.0756324314572,0.0718492155624,0.0692465688954,0.195841737396,0.216740471884,0.102750437867,0.0783543509092,0.0218183925891,0.0807382737365,0.170276752165,0.0912198575259,0.0952518359306,0.0933183501652,-0.00360340870312,0.0189279223815,0.167828962713,0.12666017056,0.189975758023,0.00739372125426,0.0873836436609,-0.00804603446839,0.140411130046,-0.0096580393029,1.0
