,GOOGL,WFC,FB,BP,EVR,MSFT,RTN,MASI,AOS,CELG,LRCX,INTC,LPX,WRK,WMT,THO,MRO,T,MRK,XOM,JPM,LMT,HSBC,ALGN,JNJ
INTC,2.58633260101e-05,2.02639374134e-05,3.99687786734e-05,2.06606741425e-05,2.15845651713e-05,3.54281205445e-05,2.36590367409e-05,5.13229219462e-05,3.05449521949e-05,2.49346945973e-05,5.64274276397e-05,8.16188419993e-05,1.80213714039e-05,3.0016656452e-05,2.03224629002e-05,2.62197367141e-05,8.59238500592e-06,1.74672110055e-05,1.38651690054e-05,6.67839124771e-06,2.43829335234e-05,2.14308026002e-05,1.14448149942e-05,9.31989556309e-06,1.05249853626e-05
LPX,2.64772497386e-05,5.20537309375e-05,3.24567132372e-05,1.33546721547e-05,7.72585363162e-05,3.01774083969e-05,9.25370087502e-06,3.94667691003e-05,3.82615997674e-05,6.70576527213e-05,7.783911885e-05,1.80213714039e-05,0.000186377264414,6.76398003438e-05,-1.5288348777e-06,7.2264427115e-05,8.3534154796e-05,1.16837878528e-05,1.64874726226e-05,2.81809192885e-05,4.50012376626e-05,1.27674927453e-05,2.73905100902e-05,5.48582283511e-06,1.57527879269e-05
WRK,2.73509981347e-05,6.11937263271e-05,3.47506297275e-05,1.4449819995e-05,8.45277781564e-05,3.68630038075e-05,2.17948241368e-05,5.16352076472e-05,6.15473115485e-05,3.33721063997e-05,8.17090471734e-05,3.0016656452e-05,6.76398003438e-05,0.000178540671484,-2.00191306849e-06,7.08192277153e-05,1.07674492869e-05,2.12047664907e-05,2.32728719963e-05,2.48962274017e-05,6.54315661975e-05,1.96172043284e-05,3.8081633359e-05,5.46256524872e-06,2.81067979389e-06
WMT,7.52198964428e-07,1.33549843979e-05,7.9759522262e-06,3.10853643266e-06,1.02431116251e-05,1.81579191609e-06,1.242630717e-05,9.05142904603e-06,4.41702511424e-06,9.42502977707e-06,1.73431093769e-05,2.03224629002e-05,-1.5288348777e-06,-2.00191306849e-06,7.78179603662e-05,7.12897729293e-06,5.75063848354e-06,1.26782704681e-05,8.519066713e-06,-1.52445528582e-07,9.32872904448e-06,7.48400226139e-06,1.80111054026e-06,3.63694751739e-06,-4.90192988258e-06
THO,2.45963712134e-05,5.4831308256e-05,4.22240254931e-05,3.19343893144e-05,9.67218528911e-05,5.6001348337e-05,3.23111894125e-06,6.41179347417e-05,3.76023528903e-05,5.55829006429e-05,9.96164155839e-05,2.62197367141e-05,7.2264427115e-05,7.08192277153e-05,7.12897729293e-06,0.000341270397276,7.4579500115e-05,3.05338786389e-05,2.5920925881e-05,3.5766456787e-05,6.45927018101e-05,3.30229753161e-06,4.18226843064e-05,1.69847590207e-05,1.16596832553e-05
MRO,-2.5653743932e-06,7.25810682636e-05,-1.06123273098e-06,0.000106709162245,9.77630483731e-05,7.4894113776e-06,3.77505311866e-06,-1.3422909907e-05,1.75003064366e-05,9.49664087172e-06,-3.28436308866e-05,8.59238500592e-06,8.3534154796e-05,1.07674492869e-05,5.75063848354e-06,7.4579500115e-05,0.000525450555044,1.53570511193e-05,1.57256802046e-05,9.20156108218e-05,7.13655685266e-05,5.67844473067e-06,2.936889992e-05,-4.21752882773e-05,1.60039350774e-05
T,3.12058893735e-07,2.5707117027e-05,1.69090077007e-05,1.77719068089e-05,3.57399093598e-05,5.21876509774e-06,8.39352795408e-06,1.30780556783e-05,4.36477563898e-06,9.78090457913e-06,1.69297839002e-05,1.74672110055e-05,1.16837878528e-05,2.12047664907e-05,1.26782704681e-05,3.05338786389e-05,1.53570511193e-05,9.3480121031e-05,2.01872521776e-05,1.57353708259e-05,2.39074538108e-05,9.54807617476e-06,1.51637171038e-05,-6.84269316455e-06,6.20844306541e-06
MRK,8.18794064904e-06,8.66300763981e-06,1.54788439253e-05,9.60190436519e-06,1.41553023488e-05,7.56155594229e-06,7.36760479093e-06,1.33520637966e-05,7.46243149747e-06,2.43666380203e-05,7.03993456203e-06,1.38651690054e-05,1.64874726226e-05,2.32728719963e-05,8.519066713e-06,2.5920925881e-05,1.57256802046e-05,2.01872521776e-05,5.43876542474e-05,1.00821841358e-05,1.26919978413e-05,4.49033893055e-06,5.04660059684e-08,8.22503503164e-06,2.00074319419e-05
XOM,1.94555965847e-06,2.89103868082e-05,3.60468839086e-06,3.85890599678e-05,3.35003474691e-05,1.96070396585e-06,2.95933519245e-06,1.35919066793e-05,4.33678333611e-06,4.94814830674e-06,3.94726565691e-06,6.67839124771e-06,2.81809192885e-05,2.48962274017e-05,-1.52445528582e-07,3.5766456787e-05,9.20156108218e-05,1.57353708259e-05,1.00821841358e-05,5.53987712437e-05,2.67953267193e-05,6.04400330976e-06,1.64495389433e-05,-1.94351045852e-05,1.01798359309e-05
JPM,2.21385196933e-05,8.69894686514e-05,2.21958014329e-05,2.37059924287e-05,9.3992680647e-05,2.07712185196e-05,1.52187988042e-05,3.32818744879e-05,3.8360174822e-05,3.73147689987e-05,3.3318010261e-05,2.43829335234e-05,4.50012376626e-05,6.54315661975e-05,9.32872904448e-06,6.45927018101e-05,7.13655685266e-05,2.39074538108e-05,1.26919978413e-05,2.67953267193e-05,0.000106320763189,1.87109187516e-05,5.43494951167e-05,8.0186306964e-06,9.83963166506e-06
LMT,1.93365025545e-05,1.36880022298e-05,1.53173713637e-05,3.57244165186e-06,1.89136022532e-05,1.84871101473e-05,3.84516345824e-05,2.79608851026e-05,2.53349086157e-05,2.00536013626e-05,2.77953964273e-05,2.14308026002e-05,1.27674927453e-05,1.96172043284e-05,7.48400226139e-06,3.30229753161e-06,5.67844473067e-06,9.54807617476e-06,4.49033893055e-06,6.04400330976e-06,1.87109187516e-05,4.70892374749e-05,6.50541634519e-06,3.15056849568e-05,1.07474275631e-05
HSBC,8.35944874086e-06,6.02768403787e-05,1.29862119649e-05,2.11061398151e-05,5.45923681086e-05,1.63271961604e-05,4.85837129215e-06,-9.43289983037e-06,2.60376985054e-05,2.29404393335e-05,2.74443892029e-05,1.14448149942e-05,2.73905100902e-05,3.8081633359e-05,1.80111054026e-06,4.18226843064e-05,2.936889992e-05,1.51637171038e-05,5.04660059684e-08,1.64495389433e-05,5.43494951167e-05,6.50541634519e-06,8.46644713244e-05,1.47838870261e-05,1.14080963026e-05
ALGN,0.000102153676881,-9.36519942644e-06,8.25196026788e-05,-4.20772491814e-06,3.39571073923e-06,5.04796725279e-05,3.67043180565e-05,1.16986004359e-05,4.7015461501e-05,6.84298076128e-05,8.90026889119e-05,9.31989556309e-06,5.48582283511e-06,5.46256524872e-06,3.63694751739e-06,1.69847590207e-05,-4.21752882773e-05,-6.84269316455e-06,8.22503503164e-06,-1.94351045852e-05,8.0186306964e-06,3.15056849568e-05,1.47838870261e-05,0.00037822213886,2.57241713892e-05
JNJ,1.52355275163e-05,1.27305654585e-05,1.36522956742e-05,8.86483989655e-06,1.59505197025e-05,1.55564885147e-05,1.18705030642e-05,9.11816807944e-06,1.77210847359e-05,3.0498857027e-05,2.49506877962e-05,1.05249853626e-05,1.57527879269e-05,2.81067979389e-06,-4.90192988258e-06,1.16596832553e-05,1.60039350774e-05,6.20844306541e-06,2.00074319419e-05,1.01798359309e-05,9.83963166506e-06,1.07474275631e-05,1.14080963026e-05,2.57241713892e-05,5.24981291516e-05
